cat_type,category,subcategory,FY2024Q2,FY2024Q3,FY2024Q4,FY2025Q1,FY2025Q2
Wine,South Africa Wine,South Africa Rose Wine,6482,1880,1668,2422,3092
Wine,South Africa Wine,South Africa Sparkling Wine,133,93,NA,108,166
Wine,South Africa Wine,South Africa White Wine,89612,73606,74948,69252,81966
Wine,Spain Wine,Spain Fruit and Dessert Wine,417,312,346,363,328
Wine,Spain Wine,Spain Red Wine,201460,294351,246308,215759,219955
Wine,Spain Wine,Spain Rose Wine,26556,12410,18032,18299,21778
Wine,Spain Wine,Spain Sparkling Wine,116996,59218,58,894,68700
Wine,Spain Wine,Spain White Wine,28593,31247,26563,34826,29210
Wine,USA Wine,USA Fruit and Dessert Wine,96,30,22,23,24
Wine,USA Wine,USA Red Wine,1008516,1380800,891180,939558,844610
Wine,USA Wine,USA Rose Wine,82498,72960,64382,63732,69282
Wine,USA Wine,USA Sparkling Wine,5702,8120,5330,7273,19989
Wine,USA Wine,USA White Wine,375976,382745,312354,401153,393379
