cat_type,category,subcategory,fy_qtr,litres,netsales
Wine,Australia Wine,Australia Sparkling Wine,FY2024Q4,43117,659670
Wine,Australia Wine,Australia Sparkling Wine,FY2025Q1,53546,792734
Wine,Australia Wine,Australia Sparkling Wine,FY2025Q2,50144,770180
Wine,Australia Wine,Australia Sparkling Wine,FY2025Q3,78608,1147352
Wine,Australia Wine,Australia White Wine,FY2024Q3,333333,4125035
Wine,Australia Wine,Australia White Wine,FY2024Q4,256914,3248239
Wine,Australia Wine,Australia White Wine,FY2025Q1,330222,3918695
Wine,Australia Wine,Australia White Wine,FY2025Q2,300980,3715642
Wine,Australia Wine,Australia White Wine,FY2025Q3,359449,4238263
Wine,Austria Wine,Austria Fruit and Dessert Wine,FY2024Q3,58,3013
Wine,Austria Wine,Austria Fruit and Dessert Wine,FY2024Q4,64,4658
Wine,Austria Wine,Austria Fruit and Dessert Wine,FY2025Q1,50,4474
Wine,Austria Wine,Austria Fruit and Dessert Wine,FY2025Q2,54,2779
Wine,Austria Wine,Austria Fruit and Dessert Wine,FY2025Q3,112,6297
Wine,Austria Wine,Austria Red Wine,FY2024Q3,1837,52720
Wine,Austria Wine,Austria Red Wine,FY2024Q4,1282,44125
Wine,Austria Wine,Austria Red Wine,FY2025Q1,1030,34782
Wine,Austria Wine,Austria Red Wine,FY2025Q2,1060,35434
Wine,Austria Wine,Austria Red Wine,FY2025Q3,1083,36550
Wine,Austria Wine,Austria Rose Wine,FY2024Q3,239,8098
Wine,Austria Wine,Austria Rose Wine,FY2024Q4,126,5488
Wine,Austria Wine,Austria Rose Wine,FY2025Q1,140,5309
Wine,Austria Wine,Austria Rose Wine,FY2025Q2,242,9542
Wine,Austria Wine,Austria Rose Wine,FY2025Q3,189,6765
Wine,Austria Wine,Austria Sparkling Wine,FY2024Q3,54,1978
Wine,Austria Wine,Austria Sparkling Wine,FY2024Q4,63,1781
Wine,Austria Wine,Austria Sparkling Wine,FY2025Q1,99,3324
